Date,Ticker,Company,Sector,Open,High,Low,Close,Adj Close,Volume
2022-01-19,NVDA,NVIDIA,Technology,26.07900047302246,26.542999267578125,25.052000045776367,25.066999435424805,24.988059997558597,488315000
2022-01-20,NVDA,NVIDIA,Technology,25.304000854492188,25.57900047302246,24.077999114990234,24.149999618530277,24.073945999145508,435181000
2022-01-21,NVDA,NVIDIA,Technology,23.506999969482425,24.822999954223636,23.26300048828125,23.374000549316406,23.300392150878903,718958000
2022-01-24,NVDA,NVIDIA,Technology,22.32999992370605,23.3799991607666,20.88800048828125,23.371999740600582,23.298397064208984,913982000
2022-01-25,NVDA,NVIDIA,Technology,22.54599952697754,22.94300079345703,22.0,22.323999404907227,22.253698348999023,664616000
2022-01-26,NVDA,NVIDIA,Technology,23.239999771118164,24.05699920654297,22.299999237060547,22.77199935913086,22.70028305053711,755959000
2022-01-27,NVDA,NVIDIA,Technology,23.56800079345703,23.9950008392334,21.674999237060547,21.944000244140625,21.874895095825195,573353000
2022-01-28,NVDA,NVIDIA,Technology,22.011999130249023,22.857999801635746,21.29599952697754,22.84000015258789,22.768070220947266,543774000
2022-01-31,NVDA,NVIDIA,Technology,23.18199920654297,24.50900077819824,23.052000045776367,24.48600006103516,24.40889549255371,564680000
2022-02-01,NVDA,NVIDIA,Technology,25.10400009155273,25.145000457763672,23.88999938964844,24.63800048828125,24.56040954589844,518925000
2022-02-02,NVDA,NVIDIA,Technology,25.79400062561035,25.816999435424805,24.55299949645996,25.242000579833984,25.162508010864254,543419000
2022-02-03,NVDA,NVIDIA,Technology,24.45800018310547,25.07699966430664,23.780000686645508,23.947999954223636,23.872581481933597,410178000
2022-02-04,NVDA,NVIDIA,Technology,23.972000122070312,24.63500022888184,23.631999969482425,24.319000244140625,24.242412567138672,354829000
2022-02-07,NVDA,NVIDIA,Technology,24.371999740600582,25.18199920654297,24.20199966430664,24.72800064086914,24.650129318237305,376868000
2022-02-08,NVDA,NVIDIA,Technology,24.358999252319336,25.229999542236328,23.979999542236328,25.107999801635746,25.0289249420166,410359000
2022-02-09,NVDA,NVIDIA,Technology,25.621999740600582,26.725000381469727,25.35300064086914,26.70499992370605,26.62090301513672,524282000
